Order ID,Order Date,Customer ID,Customer Name,Region,State,Product Category,Product Name,Quantity,Sales,Cost,Profit
ORD00037,2025-07-21,CUST0154,Customer_054,East,Bihar,Home & Kitchen,Cookware Set,9,3276,2458.18,817.82
ORD00038,2024-10-15,CUST0108,Customer_176,South,Tamil Nadu,Electronics,Smartphone,2,9664,5765.87,3898.13
ORD00039,2024-02-22,CUST0048,Customer_217,South,Telangana,Home & Kitchen,Cookware Set,5,22200,15463.62,6736.38
ORD00040,2024-09-25,CUST0083,Customer_227,East,West Bengal,Electronics,Laptop,6,8226,6096.57,2129.43
ORD00041,2025-12-08,CUST0077,Customer_280,West,Rajasthan,Electronics,Laptop,2,1832,1527.0,305.0
ORD00042,2024-02-12,CUST0158,Customer_187,North,Punjab,Home & Kitchen,Mixer Grinder,9,13617,9245.07,4371.93
ORD00043,2025-07-27,CUST0209,Customer_080,North,Punjab,Furniture,Office Chair,4,4568,2997.08,1570.92
ORD00044,2024-12-06,CUST0211,Customer_128,South,Karnataka,Electronics,Headphones,7,3521,2126.01,1394.99
ORD00045,2025-04-26,CUST0114,Customer_103,East,West Bengal,Home & Kitchen,Water Bottle,2,6866,5572.79,1293.21
ORD00046,2024-07-16,CUST0205,Customer_169,West,Gujarat,Furniture,Desk,4,8504,4737.57,3766.43
ORD00047,2025-07-03,CUST0170,Customer_015,East,West Bengal,Furniture,Desk,6,26838,17978.87,8859.13
ORD00048,2025-09-02,CUST0223,Customer_177,North,Punjab,Electronics,Headphones,10,24740,13890.94,10849.06
ORD00049,2025-08-13,CUST0098,Customer_131,East,Odisha,Home & Kitchen,Mixer Grinder,9,11223,7469.56,3753.44
ORD00050,2025-07-05,CUST0101,Customer_187,North,Haryana,Clothing,T-Shirt,1,4559,3773.36,785.64
ORD00051,2024-05-07,CUST0154,Customer_260,West,Maharashtra,Home & Kitchen,Cookware Set,6,17226,12902.55,4323.45
ORD00052,2025-07-21,CUST0066,Customer_099,East,Bihar,Clothing,T-Shirt,6,21576,16379.69,5196.31
ORD00053,2025-07-15,CUST0001,Customer_156,West,Rajasthan,Clothing,T-Shirt,3,14886,9531.28,5354.72
ORD00054,2025-03-28,CUST0110,Customer_262,East,West Bengal,Clothing,T-Shirt,10,29390,20264.3,9125.7
ORD00055,2025-10-10,CUST0172,Customer_048,West,Rajasthan,Electronics,Headphones,2,5248,3697.93,1550.07
ORD00056,2024-02-17,CUST0126,Customer_244,South,Telangana,Furniture,Desk,4,7724,4589.65,3134.35
ORD00057,2025-01-28,CUST0254,Customer_205,North,Punjab,Clothing,T-Shirt,10,18920,14483.33,4436.67
ORD00058,2024-08-12,CUST0091,Customer_266,South,Karnataka,Home & Kitchen,Cookware Set,1,1173,919.08,253.92
ORD00059,2025-04-20,CUST0272,Customer_287,West,Maharashtra,Clothing,Jacket,4,5176,3555.59,1620.41
ORD00060,2025-07-15,CUST0229,Customer_082,East,Odisha,Home & Kitchen,Mixer Grinder,9,34155,27295.68,6859.32
ORD00061,2025-06-17,CUST0249,Customer_123,West,Gujarat,Furniture,Desk,4,10284,8018.89,2265.11
ORD00062,2024-11-23,CUST0277,Customer_042,East,Odisha,Electronics,Smartphone,5,11100,7009.81,4090.19
ORD00063,2024-03-06,CUST0213,Customer_209,South,Karnataka,Furniture,Office Chair,7,10857,8272.23,2584.77
ORD00064,2025-03-06,CUST0200,Customer_300,East,Bihar,Clothing,Jeans,7,5670,3470.33,2199.67
ORD00065,2024-11-01,CUST0200,Customer_215,North,Haryana,Clothing,T-Shirt,8,2784,2318.58,465.42
ORD00066,2025-02-02,CUST0173,Customer_208,South,Tamil Nadu,Furniture,Office Chair,5,19350,13461.65,5888.35
ORD00067,2025-02-07,CUST0289,Customer_014,South,Tamil Nadu,Electronics,Headphones,10,46750,26090.7,20659.3
ORD00068,2024-09-23,CUST0195,Customer_168,North,Haryana,Clothing,T-Shirt,3,12246,7402.94,4843.06
ORD00069,2025-03-07,CUST0130,Customer_042,South,Tamil Nadu,Furniture,Bookshelf,6,20430,12941.93,7488.07
ORD00070,2024-12-24,CUST0115,Customer_036,West,Maharashtra,Home & Kitchen,Water Bottle,9,6534,5553.72,980.28
ORD00071,2024-09-01,CUST0065,Customer_243,North,Delhi,Furniture,Office Chair,4,1864,1372.65,491.35
ORD00072,2024-06-20,CUST0059,Customer_084,North,Haryana,Furniture,Office Chair,8,19192,14971.09,4220.91
ORD00073,2025-01-19,CUST0204,Customer_102,East,West Bengal,Home & Kitchen,Mixer Grinder,1,2855,2063.42,791.58
ORD00074,2024-11-04,CUST0062,Customer_290,North,Haryana,Home & Kitchen,Water Bottle,4,4536,3443.54,1092.46
ORD00075,2025-10-25,CUST0175,Customer_007,North,Punjab,Clothing,Jacket,7,23345,13322.69,10022.31
ORD00076,2025-04-15,CUST0079,Customer_223,West,Gujarat,Electronics,Smartphone,7,22869,16938.51,5930.49
ORD00077,2025-04-21,CUST0224,Customer_138,South,Telangana,Clothing,Jacket,5,23540,18417.52,5122.48
ORD00078,2025-04-20,CUST0292,Customer_195,East,West Bengal,Electronics,Smartphone,5,19960,12438.25,7521.75
ORD00079,2024-12-29,CUST0133,Customer_175,East,West Bengal,Clothing,Jeans,6,10734,7473.71,3260.29
ORD00080,2024-07-14,CUST0044,Customer_124,East,Bihar,Home & Kitchen,Water Bottle,5,24265,13419.65,10845.35
ORD00081,2025-05-17,CUST0230,Customer_009,West,Gujarat,Clothing,Jacket,4,16800,12495.35,4304.65
ORD00082,2025-08-18,CUST0189,Customer_243,North,Punjab,Furniture,Office Chair,7,16051,10302.52,5748.48
ORD00083,2025-04-09,CUST0139,Customer_157,East,Odisha,Home & Kitchen,Water Bottle,9,27081,17752.76,9328.24
ORD00084,2025-07-02,CUST0095,Customer_099,East,West Bengal,Electronics,Smartphone,4,11536,6758.56,4777.44
ORD00085,2024-04-12,CUST0100,Customer_152,South,Telangana,Clothing,Jeans,5,22985,16756.92,6228.08
ORD00086,2024-05-09,CUST0141,Customer_024,South,Tamil Nadu,Electronics,Headphones,5,2075,1581.99,493.01
ORD00087,2024-01-13,CUST0294,Customer_146,North,Haryana,Furniture,Desk,3,12963,7528.6,5434.4
ORD00088,2024-09-15,CUST0245,Customer_059,West,Gujarat,Clothing,Jeans,6,10860,9118.59,1741.41
ORD00089,2025-07-30,CUST0156,Customer_044,North,Punjab,Clothing,Jeans,2,1478,880.18,597.82
ORD00090,2025-01-24,CUST0231,Customer_227,South,Karnataka,Clothing,Jacket,7,15036,11768.8,3267.2
ORD00091,2025-09-16,CUST0051,Customer_107,East,Bihar,Clothing,T-Shirt,5,24790,18253.08,6536.92
ORD00092,2025-07-19,CUST0039,Customer_081,South,Tamil Nadu,Home & Kitchen,Cookware Set,2,3172,1972.86,1199.14
ORD00093,2024-08-25,CUST0148,Customer_145,North,Punjab,Clothing,Jeans,10,41490,26444.8,15045.2
ORD00094,2025-10-02,CUST0102,Customer_218,West,Maharashtra,Home & Kitchen,Cookware Set,4,9868,7759.69,2108.31
ORD00095,2024-03-14,CUST0031,Customer_085,North,Haryana,Furniture,Office Chair,3,7428,5927.46,1500.54
ORD00096,2025-04-24,CUST0156,Customer_207,East,Bihar,Home & Kitchen,Water Bottle,10,26640,18161.71,8478.29
ORD00097,2024-02-10,CUST0222,Customer_166,East,Bihar,Clothing,Jacket,8,31088,17848.63,13239.37
ORD00098,2025-11-19,CUST0138,Customer_296,East,West Bengal,Electronics,Smartphone,4,1876,1594.36,281.64
ORD00099,2024-07-04,CUST0300,Customer_224,North,Delhi,Clothing,Jeans,9,35298,29114.56,6183.44
ORD00100,2025-11-17,CUST0054,Customer_083,West,Maharashtra,Clothing,Jeans,6,21870,14215.34,7654.66
ORD00101,2025-02-14,CUST0282,Customer_019,East,Odisha,Home & Kitchen,Water Bottle,8,21288,15939.92,5348.08
ORD00102,2025-02-17,CUST0264,Customer_001,West,Maharashtra,Furniture,Bookshelf,5,14740,8619.61,6120.39
ORD00103,2025-05-25,CUST0227,Customer_027,West,Gujarat,Electronics,Laptop,4,18188,11977.41,6210.59
ORD00104,2025-12-16,CUST0249,Customer_063,South,Tamil Nadu,Clothing,Jacket,3,7977,5435.81,2541.19
ORD00105,2024-01-15,CUST0283,Customer_209,North,Haryana,Home & Kitchen,Mixer Grinder,4,6388,4108.92,2279.08
ORD00106,2024-06-06,CUST0256,Customer_150,North,Delhi,Electronics,Smartphone,8,10096,7514.58,2581.42
ORD00107,2024-05-28,CUST0197,Customer_098,East,Odisha,Clothing,Jeans,8,18368,12619.48,5748.52
ORD00108,2025-06-03,CUST0137,Customer_002,South,Karnataka,Furniture,Desk,7,21588,17923.97,3664.03
ORD00109,2025-04-02,CUST0276,Customer_248,East,Bihar,Furniture,Desk,10,43110,34900.92,8209.08
ORD00110,2024-11-25,CUST0097,Customer_123,East,Odisha,Clothing,Jacket,9,30510,20948.27,9561.73
ORD00111,2025-12-23,CUST0196,Customer_198,West,Maharashtra,Clothing,T-Shirt,1,2906,2247.53,658.47
ORD00112,2024-12-05,CUST0052,Customer_226,South,Tamil Nadu,Electronics,Laptop,3,13242,11118.06,2123.94
ORD00113,2025-11-01,CUST0080,Customer_039,North,Haryana,Clothing,Jeans,1,1480,996.03,483.97
ORD00114,2024-12-02,CUST0274,Customer_195,West,Gujarat,Furniture,Bookshelf,10,35560,26490.46,9069.54
ORD00115,2024-03-11,CUST0121,Customer_148,East,Bihar,Home & Kitchen,Water Bottle,8,37856,21228.5,16627.5
ORD00116,2025-12-21,CUST0052,Customer_228,South,Telangana,Electronics,Smartphone,7,7742,6024.13,1717.87
ORD00117,2024-02-27,CUST0151,Customer_184,South,Telangana,Furniture,Desk,1,676,437.58,238.42
ORD00118,2025-11-29,CUST0093,Customer_088,East,Odisha,Electronics,Headphones,4,18604,12531.94,6072.06
ORD00119,2025-08-20,CUST0074,Customer_119,South,Karnataka,Home & Kitchen,Mixer Grinder,7,15904,11121.67,4782.33
ORD00120,2025-04-21,CUST0148,Customer_280,West,Rajasthan,Furniture,Desk,8,19128,14347.0,4781.0
ORD00121,2025-03-10,CUST0129,Customer_234,South,Karnataka,Clothing,Jeans,6,16500,12237.75,4262.25
ORD00122,2025-08-08,CUST0184,Customer_295,East,West Bengal,Clothing,T-Shirt,8,9384,5828.98,3555.02
ORD00123,2025-08-02,CUST0026,Customer_255,East,Bihar,Furniture,Desk,1,3542,2239.76,1302.24
ORD00124,2025-09-27,CUST0129,Customer_071,East,West Bengal,Home & Kitchen,Mixer Grinder,6,12564,9309.74,3254.26
ORD00125,2024-02-04,CUST0297,Customer_187,North,Haryana,Home & Kitchen,Cookware Set,1,2830,2226.03,603.97
ORD00126,2024-05-15,CUST0277,Customer_188,South,Karnataka,Furniture,Desk,6,22218,13390.61,8827.39
ORD00127,2024-12-12,CUST0059,Customer_240,East,West Bengal,Furniture,Desk,8,21736,16822.96,4913.04
ORD00128,2025-02-08,CUST0008,Customer_136,North,Delhi,Furniture,Office Chair,7,34055,22467.19,11587.81
ORD00129,2025-01-15,CUST0056,Customer_120,North,Punjab,Furniture,Bookshelf,5,17105,13627.98,3477.02
ORD00130,2024-08-14,CUST0033,Customer_238,West,Maharashtra,Home & Kitchen,Mixer Grinder,9,26883,22167.1,4715.9
ORD00131,2024-02-08,CUST0156,Customer_253,East,Bihar,Clothing,T-Shirt,2,2890,1628.82,1261.18
ORD00132,2025-01-14,CUST0277,Customer_215,North,Delhi,Furniture,Office Chair,9,12699,8465.07,4233.93
ORD00133,2024-10-13,CUST0017,Customer_190,South,Tamil Nadu,Home & Kitchen,Cookware Set,2,8616,6330.14,2285.86
ORD00134,2025-12-03,CUST0189,Customer_279,South,Tamil Nadu,Clothing,Jeans,4,13084,7586.19,5497.81
ORD00135,2025-04-10,CUST0047,Customer_109,East,West Bengal,Clothing,T-Shirt,5,9270,7791.08,1478.92
ORD00136,2024-07-29,CUST0036,Customer_284,North,Delhi,Furniture,Bookshelf,4,5324,4185.16,1138.84
ORD00137,2025-09-02,CUST0002,Customer_142,South,Telangana,Furniture,Office Chair,4,11964,9359.56,2604.44
ORD00138,2024-01-27,CUST0068,Customer_008,South,Karnataka,Clothing,Jacket,5,8645,5039.84,3605.16
ORD00139,2024-02-23,CUST0065,Customer_216,East,West Bengal,Home & Kitchen,Mixer Grinder,6,2574,1550.25,1023.75
ORD00140,2025-06-09,CUST0056,Customer_232,North,Haryana,Electronics,Smartphone,8,31776,24893.48,6882.52
ORD00141,2024-02-01,CUST0032,Customer_246,South,Telangana,Electronics,Laptop,9,24930,17137.2,7792.8
ORD00142,2025-03-30,CUST0038,Customer_042,West,Gujarat,Home & Kitchen,Cookware Set,2,8632,6592.43,2039.57
ORD00143,2025-10-10,CUST0300,Customer_281,East,Bihar,Electronics,Headphones,2,2666,1686.26,979.74
ORD00144,2025-09-11,CUST0221,Customer_051,East,Odisha,Home & Kitchen,Mixer Grinder,9,24435,16765.21,7669.79
ORD00145,2024-08-21,CUST0212,Customer_174,North,Haryana,Home & Kitchen,Cookware Set,9,18549,12595.16,5953.84
ORD00146,2025-11-12,CUST0131,Customer_192,West,Gujarat,Clothing,T-Shirt,2,5720,3878.33,1841.67
ORD00147,2024-04-05,CUST0222,Customer_050,South,Telangana,Clothing,Jeans,2,2094,1674.22,419.78
ORD00148,2025-11-17,CUST0063,Customer_211,East,West Bengal,Clothing,Jacket,1,4900,3520.67,1379.33
ORD00149,2024-12-26,CUST0054,Customer_296,East,Bihar,Clothing,T-Shirt,1,2656,1939.21,716.79
ORD00150,2024-12-24,CUST0285,Customer_189,South,Karnataka,Home & Kitchen,Cookware Set,8,17096,13748.3,3347.7
ORD00151,2025-09-28,CUST0286,Customer_014,North,Punjab,Home & Kitchen,Mixer Grinder,4,15260,12262.12,2997.88
ORD00152,2024-12-25,CUST0004,Customer_093,East,West Bengal,Electronics,Headphones,5,14155,11698.56,2456.44
ORD00153,2025-10-10,CUST0016,Customer_047,South,Telangana,Home & Kitchen,Cookware Set,7,6090,3608.7,2481.3
ORD00154,2024-11-15,CUST0167,Customer_291,South,Tamil Nadu,Clothing,T-Shirt,8,24736,14772.9,9963.1
ORD00155,2024-10-05,CUST0227,Customer_218,North,Delhi,Electronics,Headphones,3,2121,1595.4,525.6
ORD00156,2025-06-08,CUST0059,Customer_177,West,Rajasthan,Clothing,Jeans,7,17759,10915.94,6843.06
ORD00157,2024-11-11,CUST0024,Customer_113,West,Maharashtra,Furniture,Desk,10,42860,30348.32,12511.68
ORD00158,2024-08-04,CUST0071,Customer_131,West,Rajasthan,Electronics,Laptop,1,1974,1264.2,709.8
ORD00159,2024-06-28,CUST0067,Customer_195,East,Odisha,Electronics,Smartphone,1,4374,3385.93,988.07
ORD00160,2024-02-13,CUST0224,Customer_010,South,Telangana,Clothing,Jacket,6,5340,3573.11,1766.89
ORD00161,2025-12-27,CUST0214,Customer_149,West,Maharashtra,Furniture,Bookshelf,10,38160,27552.28,10607.72
ORD00162,2025-09-24,CUST0236,Customer_186,North,Punjab,Electronics,Laptop,6,10242,8095.24,2146.76
ORD00163,2025-06-20,CUST0041,Customer_203,North,Punjab,Electronics,Smartphone,4,15476,11245.81,4230.19
ORD00164,2024-03-19,CUST0262,Customer_059,East,Bihar,Furniture,Bookshelf,4,12112,9492.6,2619.4
ORD00165,2024-09-19,CUST0102,Customer_089,South,Tamil Nadu,Furniture,Bookshelf,3,6705,3894.54,2810.46
ORD00166,2025-07-31,CUST0297,Customer_230,South,Telangana,Electronics,Smartphone,3,13041,8987.67,4053.33
ORD00167,2025-03-28,CUST0156,Customer_141,East,Bihar,Furniture,Bookshelf,3,11706,6678.11,5027.89
ORD00168,2024-02-08,CUST0030,Customer_189,North,Punjab,Clothing,Jacket,2,5684,3913.56,1770.44
ORD00169,2025-08-17,CUST0284,Customer_022,East,West Bengal,Home & Kitchen,Cookware Set,2,8906,5925.56,2980.44
ORD00170,2025-05-28,CUST0078,Customer_032,West,Rajasthan,Home & Kitchen,Cookware Set,4,11732,8581.98,3150.02
ORD00171,2024-02-10,CUST0127,Customer_225,West,Maharashtra,Furniture,Bookshelf,2,8866,6594.87,2271.13
ORD00172,2024-10-16,CUST0199,Customer_210,West,Rajasthan,Clothing,Jacket,10,16000,10546.71,5453.29
ORD00173,2024-04-06,CUST0286,Customer_198,East,Bihar,Home & Kitchen,Mixer Grinder,1,3041,1732.68,1308.32
ORD00174,2025-08-19,CUST0073,Customer_180,East,Odisha,Home & Kitchen,Water Bottle,10,15310,9951.63,5358.37
ORD00175,2024-03-27,CUST0159,Customer_287,East,Bihar,Home & Kitchen,Water Bottle,7,9492,6915.04,2576.96
ORD00176,2025-11-17,CUST0217,Customer_261,West,Rajasthan,Furniture,Bookshelf,3,13836,7997.7,5838.3
ORD00177,2024-12-15,CUST0249,Customer_099,East,West Bengal,Furniture,Bookshelf,5,8880,7417.92,1462.08
ORD00178,2024-04-13,CUST0260,Customer_277,South,Karnataka,Electronics,Headphones,2,5446,4374.93,1071.07
ORD00179,2024-06-06,CUST0084,Customer_093,North,Haryana,Furniture,Bookshelf,10,13730,10011.56,3718.44
ORD00180,2024-08-31,CUST0228,Customer_146,South,Telangana,Clothing,Jeans,1,3665,2416.3,1248.7
ORD00181,2025-04-25,CUST0100,Customer_189,West,Maharashtra,Clothing,Jacket,4,11340,9521.96,1818.04
ORD00182,2024-06-14,CUST0103,Customer_071,West,Gujarat,Furniture,Desk,7,30933,21907.92,9025.08
ORD00183,2024-04-15,CUST0265,Customer_064,East,West Bengal,Home & Kitchen,Cookware Set,8,26720,19141.2,7578.8
ORD00184,2024-05-30,CUST0224,Customer_047,East,West Bengal,Electronics,Headphones,5,19900,16349.68,3550.32
ORD00185,2025-05-29,CUST0192,Customer_121,South,Tamil Nadu,Furniture,Bookshelf,1,3698,2092.98,1605.02
ORD00186,2024-04-11,CUST0172,Customer_075,West,Maharashtra,Furniture,Bookshelf,4,2120,1368.68,751.32
ORD00187,2025-04-25,CUST0230,Customer_003,South,Karnataka,Furniture,Desk,8,11488,8933.67,2554.33
ORD00188,2025-09-15,CUST0271,Customer_217,North,Delhi,Furniture,Desk,4,6096,4356.45,1739.55
ORD00189,2025-03-05,CUST0235,Customer_033,North,Punjab,Furniture,Office Chair,5,6490,3662.47,2827.53
ORD00190,2025-08-11,CUST0124,Customer_074,North,Punjab,Home & Kitchen,Mixer Grinder,9,3906,2888.82,1017.18
ORD00191,2025-03-02,CUST0096,Customer_044,East,Odisha,Electronics,Laptop,10,31900,19847.2,12052.8
ORD00192,2025-06-03,CUST0284,Customer_011,East,West Bengal,Clothing,Jacket,9,40104,31518.68,8585.32
ORD00193,2024-01-17,CUST0183,Customer_035,West,Gujarat,Electronics,Laptop,7,23506,14716.99,8789.01
ORD00194,2024-12-26,CUST0280,Customer_174,East,West Bengal,Home & Kitchen,Water Bottle,2,6046,3567.28,2478.72
ORD00195,2024-03-05,CUST0235,Customer_019,South,Telangana,Clothing,Jeans,8,14344,11381.24,2962.76
ORD00196,2024-11-13,CUST0264,Customer_204,East,West Bengal,Electronics,Laptop,4,2572,1658.11,913.89
ORD00197,2024-02-18,CUST0170,Customer_140,West,Gujarat,Electronics,Laptop,4,10572,6946.78,3625.22
ORD00198,2025-01-30,CUST0174,Customer_096,North,Punjab,Clothing,T-Shirt,7,27314,22353.54,4960.46
ORD00199,2024-03-25,CUST0218,Customer_041,West,Rajasthan,Clothing,Jeans,6,27318,17210.78,10107.22
ORD00200,2024-03-22,CUST0168,Customer_152,West,Rajasthan,Electronics,Headphones,9,24354,15741.53,8612.47
ORD00201,2024-12-25,CUST0229,Customer_022,East,Odisha,Home & Kitchen,Mixer Grinder,7,11655,8822.01,2832.99
ORD00202,2025-10-14,CUST0208,Customer_187,East,Bihar,Clothing,T-Shirt,5,3845,2201.31,1643.69
ORD00203,2024-03-09,CUST0121,Customer_188,South,Karnataka,Electronics,Headphones,10,38890,21795.5,17094.5
ORD00204,2025-01-14,CUST0191,Customer_228,East,Odisha,Home & Kitchen,Mixer Grinder,1,1556,1172.79,383.21
ORD00205,2025-10-27,CUST0143,Customer_128,North,Haryana,Electronics,Headphones,9,29754,19917.63,9836.37
ORD00206,2025-07-29,CUST0061,Customer_135,North,Delhi,Home & Kitchen,Water Bottle,3,13164,9284.88,3879.12
ORD00207,2025-05-17,CUST0103,Customer_063,East,Bihar,Clothing,Jeans,4,10556,8003.5,2552.5
ORD00208,2025-11-29,CUST0164,Customer_178,South,Karnataka,Clothing,Jeans,3,11838,10052.58,1785.42
ORD00209,2025-12-29,CUST0090,Customer_186,North,Haryana,Clothing,Jacket,5,13785,11102.56,2682.44
ORD00210,2024-01-27,CUST0185,Customer_284,South,Karnataka,Furniture,Office Chair,3,6717,5287.03,1429.97
ORD00211,2025-02-11,CUST0246,Customer_270,East,Odisha,Clothing,Jacket,3,3018,1719.43,1298.57
ORD00212,2025-10-19,CUST0038,Customer_231,West,Gujarat,Home & Kitchen,Mixer Grinder,2,2652,2232.23,419.77
ORD00213,2025-07-18,CUST0094,Customer_067,West,Rajasthan,Clothing,Jacket,6,8106,6593.32,1512.68
ORD00214,2024-06-17,CUST0083,Customer_166,West,Rajasthan,Electronics,Laptop,2,9088,5415.58,3672.42
ORD00215,2025-10-12,CUST0283,Customer_141,South,Tamil Nadu,Clothing,Jacket,5,4730,2957.11,1772.89
ORD00216,2025-10-18,CUST0087,Customer_298,South,Telangana,Furniture,Desk,10,46700,26993.93,19706.07
ORD00217,2025-07-31,CUST0022,Customer_015,South,Karnataka,Home & Kitchen,Cookware Set,10,30650,24604.56,6045.44
ORD00218,2025-08-08,CUST0214,Customer_016,North,Delhi,Home & Kitchen,Cookware Set,10,24680,18394.97,6285.03
ORD00219,2025-12-02,CUST0208,Customer_153,West,Rajasthan,Clothing,Jacket,5,13870,9638.03,4231.97
ORD00220,2025-05-10,CUST0238,Customer_105,West,Maharashtra,Home & Kitchen,Water Bottle,1,1594,1086.92,507.08
ORD00221,2024-12-19,CUST0205,Customer_067,East,Bihar,Electronics,Headphones,6,17490,13471.85,4018.15
ORD00222,2024-05-05,CUST0137,Customer_231,East,Bihar,Clothing,Jacket,2,5828,3628.05,2199.95
ORD00223,2025-09-22,CUST0215,Customer_128,South,Karnataka,Electronics,Smartphone,1,2677,2231.59,445.41
ORD00224,2025-05-25,CUST0264,Customer_240,South,Tamil Nadu,Home & Kitchen,Mixer Grinder,6,11130,8669.56,2460.44
ORD00225,2025-06-01,CUST0235,Customer_124,West,Gujarat,Clothing,Jeans,1,1037,864.41,172.59
ORD00226,2025-09-03,CUST0241,Customer_147,South,Telangana,Furniture,Bookshelf,1,714,452.97,261.03
ORD00227,2025-02-16,CUST0188,Customer_024,North,Delhi,Clothing,T-Shirt,3,7398,5683.53,1714.47
ORD00228,2024-10-22,CUST0038,Customer_198,West,Maharashtra,Home & Kitchen,Mixer Grinder,9,17046,11229.17,5816.83
ORD00229,2024-04-09,CUST0202,Customer_192,West,Rajasthan,Furniture,Desk,10,12730,7492.87,5237.13
ORD00230,2025-02-15,CUST0257,Customer_021,East,Bihar,Furniture,Bookshelf,3,5790,4230.98,1559.02
ORD00231,2024-06-01,CUST0264,Customer_072,North,Delhi,Electronics,Headphones,6,25080,17701.46,7378.54
ORD00232,2024-11-02,CUST0173,Customer_260,East,Bihar,Furniture,Bookshelf,3,10557,8943.73,1613.27
